,id,member_id,CLI,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,term_ 36 months,term_ 60 months,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,sub_grade_A1,sub_grade_A2,sub_grade_A3,sub_grade_A4,sub_grade_A5,sub_grade_B1,sub_grade_B2,sub_grade_B3,sub_grade_B4,sub_grade_B5,sub_grade_C1,sub_grade_C2,sub_grade_C3,sub_grade_C4,sub_grade_C5,sub_grade_D1,sub_grade_D2,sub_grade_D3,sub_grade_D4,sub_grade_D5,sub_grade_E1,sub_grade_E3,sub_grade_E4,sub_grade_F2,sub_grade_F3,sub_grade_F4,emp_length_1 year,emp_length_10+ years,emp_length_2 years,emp_length_3 years,emp_length_4 years,emp_length_5 years,emp_length_6 years,emp_length_7 years,emp_length_8 years,emp_length_9 years,emp_length_< 1 year,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,loan_status_Charged Off,loan_status_Current,loan_status_Fully Paid,earliest_cr_line_1-Dec,earliest_cr_line_1-Jan,earliest_cr_line_1-Jun,earliest_cr_line_1-Nov,earliest_cr_line_2-Feb,earliest_cr_line_2-Jan,earliest_cr_line_2-Jul,earliest_cr_line_2-Jun,earliest_cr_line_2-May,earliest_cr_line_2-Oct,earliest_cr_line_2-Sep,earliest_cr_line_3-Apr,earliest_cr_line_3-Jan,earliest_cr_line_3-Jul,earliest_cr_line_3-Jun,earliest_cr_line_3-May,earliest_cr_line_3-Nov,earliest_cr_line_3-Oct,earliest_cr_line_4-Apr,earliest_cr_line_4-Dec,earliest_cr_line_4-Jun,earliest_cr_line_4-Nov,earliest_cr_line_4-Sep,earliest_cr_line_5-Apr,earliest_cr_line_5-Jul,earliest_cr_line_5-Oct,earliest_cr_line_5-Sep,earliest_cr_line_6-Jul,earliest_cr_line_6-May,earliest_cr_line_6-Nov,earliest_cr_line_6-Oct,earliest_cr_line_7-Apr,earliest_cr_line_7-Jan,earliest_cr_line_7-Jun,earliest_cr_line_7-Oct,earliest_cr_line_7-Sep,earliest_cr_line_Apr-00,earliest_cr_line_Apr-92,earliest_cr_line_Apr-95,earliest_cr_line_Apr-99,earliest_cr_line_Aug-84,earliest_cr_line_Aug-93,earliest_cr_line_Dec-00,earliest_cr_line_Dec-84,earliest_cr_line_Dec-87,earliest_cr_line_Dec-94,earliest_cr_line_Dec-96,earliest_cr_line_Dec-98,earliest_cr_line_Dec-99,earliest_cr_line_Feb-83,earliest_cr_line_Feb-84,earliest_cr_line_Feb-96,earliest_cr_line_Feb-97,earliest_cr_line_Jan-00,earliest_cr_line_Jan-85,earliest_cr_line_Jan-86,earliest_cr_line_Jan-96,earliest_cr_line_Jan-98,earliest_cr_line_Jul-85,earliest_cr_line_Jul-99,earliest_cr_line_Jun-89,earliest_cr_line_Jun-95,earliest_cr_line_Mar-94,earliest_cr_line_May-00,earliest_cr_line_May-91,earliest_cr_line_May-97,earliest_cr_line_Nov-81,earliest_cr_line_Nov-95,earliest_cr_line_Nov-97,earliest_cr_line_Oct-00,earliest_cr_line_Oct-89,earliest_cr_line_Oct-96,earliest_cr_line_Oct-98,earliest_cr_line_Sep-92,earliest_cr_line_Sep-98,last_credit_pull_d_12-Aug,last_credit_pull_d_12-Dec,last_credit_pull_d_12-Jul,last_credit_pull_d_12-Jun,last_credit_pull_d_12-Nov,last_credit_pull_d_12-Oct,last_credit_pull_d_12-Sep,last_credit_pull_d_13-Aug,last_credit_pull_d_13-Feb,last_credit_pull_d_13-Mar,last_credit_pull_d_13-May,last_credit_pull_d_13-Nov,last_credit_pull_d_13-Oct,last_credit_pull_d_13-Sep,last_credit_pull_d_14-Apr,last_credit_pull_d_14-Dec,last_credit_pull_d_14-Feb,last_credit_pull_d_14-Jul,last_credit_pull_d_14-Mar,last_credit_pull_d_14-May,last_credit_pull_d_14-Oct,last_credit_pull_d_14-Sep,last_credit_pull_d_15-Apr,last_credit_pull_d_15-Dec,last_credit_pull_d_15-Jan,last_credit_pull_d_15-Jul,last_credit_pull_d_15-Jun,last_credit_pull_d_15-Mar,last_credit_pull_d_15-Nov,last_credit_pull_d_15-Oct,last_credit_pull_d_15-Sep,last_credit_pull_d_16-Jan
10,1070078,1305201,6500,14.65,153.45,72000.0,16.12,0,2,14,0,4032,20.6,23,0.0,0.0,7677.52,7677.52,6500.0,1177.52,0.0,0.0,0.0,1655.54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,1069908,1305008,12000,12.69,402.54,75000.0,10.78,0,0,12,0,23336,67.1,34,0.0,0.0,13943.08,13943.08,12000.0,1943.08,0.0,0.0,0.0,6315.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1064687,1298717,9000,13.49,305.38,30000.0,10.08,0,1,4,0,10452,91.7,9,0.0,0.0,2270.7,2270.7,1256.14,570.26,0.0,444.3,4.16,305.38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1069866,1304956,3000,9.91,96.68,15000.0,12.56,0,2,11,0,7323,43.1,11,0.0,0.0,3478.981915,3478.98,3000.0,478.98,0.0,0.0,0.0,102.43,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1069057,1303503,10000,10.65,325.74,100000.0,7.06,0,2,14,0,11997,55.5,29,0.0,0.0,7471.99,7471.99,5433.47,1393.42,0.0,645.1,6.3145,325.74,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1069759,1304871,1000,16.29,35.31,28000.0,20.31,0,1,11,0,6524,81.5,23,0.0,0.0,1270.171106,1270.17,1000.0,270.17,0.0,0.0,0.0,36.32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1065775,1299699,10000,15.27,347.98,42000.0,18.6,0,2,14,0,24043,70.2,28,0.0,0.0,12519.26045,12519.26,10000.0,2519.26,0.0,0.0,0.0,370.46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,1069971,1304884,3600,6.03,109.57,110000.0,10.52,0,0,20,0,22836,16.0,42,0.0,0.0,3785.02,3785.02,3600.0,185.02,0.0,0.0,0.0,583.45,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,1062474,1294539,6000,11.71,198.46,84000.0,18.44,2,0,4,0,0,37.73,14,0.0,0.0,7164.499852,7164.5,6000.0,1149.5,15.0,0.0,0.0,16.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,1069742,1304855,9200,6.03,280.01,77385.19,9.86,0,0,8,0,7314,23.1,28,0.0,0.0,9459.96,9459.96,9200.0,259.96,0.0,0.0,0.0,8061.1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1069740,1284848,20250,15.27,484.63,43370.0,26.53,0,3,8,0,17813,85.6,22,0.0,0.0,27663.04267,25417.68,20250.0,7413.04,0.0,0.0,0.0,6024.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,1039153,1269083,21000,12.42,701.73,105000.0,13.22,0,0,7,0,32135,90.3,38,0.0,0.0,14025.4,14025.4,10694.96,3330.44,0.0,0.0,0.0,701.73,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
